id,user1,listPV,user2,listArea,user3,listBudget,user4,listRoom,user5,listSquare,user6,listAge,user7,listTag,user8,detail,user9,appointment,agent,listPV0,listArea0,listBudget0,listRoom0,listSquare0,listAge0,listTag0,detail0,appointment0,tag
484,2290995,5,3122031,6,3090457,1,3092064,1,,,,,,,2284392,2,3108125,5,,0,0,0,0,0,0,0,0,0,0
485,2291562,5,3122328,2,3090508,3,3092066,4,,,,,,,2286426,26,3108207,1,,0,0,0,0,0,0,0,0,0,0
486,2294199,4,3122407,6,3091070,2,3092108,1,,,,,,,2288430,8,3108831,1,,0,0,0,0,0,0,0,0,0,0
487,2295083,25,3122453,1,3091319,1,3092148,1,,,,,,,2289720,33,3108900,2,,0,0,0,0,0,0,0,0,0,0
488,2298391,1,3123366,1,3092066,3,3092296,1,,,,,,,2289964,14,3109105,2,,0,0,0,0,0,0,0,0,0,0
489,2300362,2,3123570,2,3092108,1,3092374,2,,,,,,,2290995,4,3109547,3,,0,0,0,0,0,0,0,0,0,0
490,2301554,69,3123576,2,3092134,1,3093207,1,,,,,,,2291562,16,3109625,1,,0,0,0,0,0,0,0,0,0,0
491,2308611,3,3124098,1,3092148,1,3093965,3,,,,,,,2293035,8,3109694,2,,0,0,0,0,0,0,0,0,0,0
492,2310425,1,3124178,2,3092296,1,3094489,1,,,,,,,2295083,51,3110064,1,,0,0,0,0,0,0,0,0,0,0
493,2311760,13,3124252,1,3093658,2,3094522,1,,,,,,,2300362,33,3110318,3,,0,0,0,0,0,0,0,0,0,0
494,2311892,21,3124634,1,3093965,1,3094570,1,,,,,,,2301554,20,3110429,2,,0,0,0,0,0,0,0,0,0,0
495,2311952,148,3124747,2,3093988,5,3094774,1,,,,,,,2308611,2,3110500,3,,0,0,0,0,0,0,0,0,0,0
496,2312192,7,3124826,6,3094051,2,3095180,1,,,,,,,2310425,2,3110987,1,,0,0,0,0,0,0,0,0,0,0
497,2312782,6,3124976,1,3094096,6,3096023,1,,,,,,,2311760,12,3111140,4,,0,0,0,0,0,0,0,0,0,0
498,2312802,6,3125526,1,3094489,4,3096244,6,,,,,,,2311892,18,3111228,1,,0,0,0,0,0,0,0,0,0,0
499,2314165,14,3125621,1,3094522,3,3096403,3,,,,,,,2311952,625,3111280,13,,0,0,0,0,0,0,0,0,0,0
500,2316636,6,3125752,1,3094629,1,3096578,3,,,,,,,2312192,10,3111393,1,,0,0,0,0,0,0,0,0,0,0
501,2316979,9,3125773,3,3095180,1,3097079,2,,,,,,,2312802,18,3111540,8,,0,0,0,0,0,0,0,0,0,0
502,2322972,6,3126002,3,3095838,2,3098005,4,,,,,,,2314165,8,3111925,1,,0,0,0,0,0,0,0,0,0,0
503,2323300,2,3126350,1,3095993,1,3098076,1,,,,,,,2315202,15,3112005,2,,0,0,0,0,0,0,0,0,0,0
504,2324894,2,3127106,2,3096023,4,3099085,1,,,,,,,2316636,33,3112154,1,,0,0,0,0,0,0,0,0,0,0
505,2325150,30,3127263,4,3096066,3,3099092,1,,,,,,,2316979,34,3112219,2,,0,0,0,0,0,0,0,0,0,0
506,2328874,8,3127883,2,3096191,1,3099228,4,,,,,,,2319140,8,3112228,5,,0,0,0,0,0,0,0,0,0,0
507,2329014,11,3128253,6,3096578,1,3099671,2,,,,,,,2322972,129,3112512,1,,0,0,0,0,0,0,0,0,0,0
508,2332050,2,3128380,1,3097079,1,3100335,1,,,,,,,2323300,2,3112528,2,,0,0,0,0,0,0,0,0,0,0
509,2334476,7,3128704,1,3098005,1,3102000,1,,,,,,,2324653,4,3112734,2,,0,0,0,0,0,0,0,0,0,0
510,2340992,10,3129233,1,3099120,3,3102251,1,,,,,,,2324894,2,3113126,4,,0,0,0,0,0,0,0,0,0,0
511,2342102,36,3130030,2,3099199,1,3102569,1,,,,,,,2325150,30,3113342,4,,0,0,0,0,0,0,0,0,0,0
512,2343323,100,226139,1,3099228,1,3102996,2,,,,,,,2325904,50,3113482,7,,0,0,0,0,0,0,0,0,0,0
513,2351659,8,240185,3,3099357,4,3103257,1,,,,,,,2328874,10,3113584,2,,0,0,0,0,0,0,0,0,0,0
514,2351968,9,255636,2,3099392,1,3103468,2,,,,,,,2329014,40,3113595,1,,0,0,0,0,0,0,0,0,0,0
515,2352091,19,274192,4,3099671,1,3103852,1,,,,,,,2329047,3,3113677,7,,0,0,0,0,0,0,0,0,0,0
516,2353826,2,285016,1,3100290,1,3103899,1,,,,,,,2332050,12,3113838,1,,0,0,0,0,0,0,0,0,0,0
517,2355989,4,385043,26,3100335,3,3104359,5,,,,,,,2340100,8,3113847,2,,0,0,0,0,0,0,0,0,0,0
518,2356129,1,411360,1,3100827,1,3104782,2,,,,,,,2341986,3,3113854,1,,0,0,0,0,0,0,0,0,0,0
519,2358885,31,413444,1,3101945,1,3104890,1,,,,,,,2342102,90,3113864,2,,0,0,0,0,0,0,0,0,0,0
520,2358937,1,532370,2,3102000,1,3105011,3,,,,,,,2343323,111,3113904,4,,0,0,0,0,0,0,0,0,0,0
521,2362284,2,597304,2,3102569,1,3105117,1,,,,,,,2349849,6,3113923,1,,0,0,0,0,0,0,0,0,0,0
522,2363543,1,753550,1,3103650,2,3105653,1,,,,,,,2351659,8,3114084,1,,0,0,0,0,0,0,0,0,0,0
523,2364960,1,757435,1,3103899,2,3105701,1,,,,,,,2351968,12,3114232,3,,0,0,0,0,0,0,0,0,0,0
524,2367603,39,760539,4,3104782,2,3105769,4,,,,,,,2352091,4,3114236,1,,0,0,0,0,0,0,0,0,0,0
525,2368860,17,903970,1,3104816,1,3105802,1,,,,,,,2352788,2,3114318,1,,0,0,0,0,0,0,0,0,0,0
526,2370860,29,1082267,3,3104890,1,3106901,1,,,,,,,2353826,4,3114534,3,,0,0,0,0,0,0,0,0,0,0
527,2372724,27,1174227,1,3105011,3,3107261,2,,,,,,,2355989,57,3114600,1,,0,0,0,0,0,0,0,0,0,0
528,2373054,39,1196300,2,3105152,3,3107298,1,,,,,,,2356053,5,3114639,8,,0,0,0,0,0,0,0,0,0,0
529,2373533,7,1240125,12,3105802,1,3107325,1,,,,,,,2357580,2,3114717,1,,0,0,0,0,0,0,0,0,0,0
530,2374270,1,1366129,4,3106748,2,3107879,1,,,,,,,2358885,375,3115347,1,,0,0,0,0,0,0,0,0,0,0
531,2377743,8,1383184,2,3106945,1,3108409,1,,,,,,,2362284,2,3115574,1,,0,0,0,0,0,0,0,0,0,0
532,2377848,20,1438279,5,3107298,2,3108662,1,,,,,,,2363543,13,3115916,1,,0,0,0,0,0,0,0,0,0,0
533,2379204,68,1496796,1,3107467,1,3108831,2,,,,,,,2364960,9,3116141,2,,0,0,0,0,0,0,0,0,0,0
534,2386583,66,1500137,1,3107879,1,3109694,1,,,,,,,2367603,54,3116267,4,,0,0,0,0,0,0,0,0,0,0
535,2390121,1,1521476,1,3107955,4,3110064,1,,,,,,,2368860,96,3116404,1,,0,0,0,0,0,0,0,0,0,0
536,2390308,1,1590329,2,3107986,2,3110080,1,,,,,,,2370860,50,3116418,1,,0,0,0,0,0,0,0,0,0,0
537,2390462,1,1594010,3,3108409,5,3110632,2,,,,,,,2372724,60,3116588,1,,0,0,0,0,0,0,0,0,0,0
538,2396601,85,1598226,1,3109778,7,3111242,7,,,,,,,2373054,38,3116634,1,,0,0,0,0,0,0,0,0,0,0
539,2397340,82,1657650,2,3109837,1,3112030,5,,,,,,,2373533,102,3116871,2,,0,0,0,0,0,0,0,0,0,0
540,2405711,3,1663108,1,3110064,2,3112144,1,,,,,,,2377743,10,3116916,1,,0,0,0,0,0,0,0,0,0,0
541,2411740,77,1735886,5,3110080,5,3112228,4,,,,,,,2377848,50,3116975,2,,0,0,0,0,0,0,0,0,0,0
542,2412498,4,1764449,3,3110545,1,3112329,1,,,,,,,2379204,78,3116976,1,,0,0,0,0,0,0,0,0,0,0
543,2416435,1,1790125,1,3110987,2,3112528,1,,,,,,,2384555,28,3117336,2,,0,0,0,0,0,0,0,0,0,0
544,2418079,13,1877893,2,3111228,1,3112595,3,,,,,,,2386583,202,3117502,2,,0,0,0,0,0,0,0,0,0,0
545,2420366,5,1888367,1,3112030,1,3112958,4,,,,,,,2390308,4,3117507,6,,0,0,0,0,0,0,0,0,0,0
546,2421481,75,1919258,4,3112219,1,3113342,1,,,,,,,2390423,12,3117513,3,,0,0,0,0,0,0,0,0,0,0
547,2424055,14,1921681,2,3112228,4,3113471,1,,,,,,,2390462,2,3117636,2,,0,0,0,0,0,0,0,0,0,0
548,2427172,1,1947143,3,3112329,2,3113838,4,,,,,,,2396601,201,3117729,1,,0,0,0,0,0,0,0,0,0,0
549,2427679,14,1953839,1,3112958,5,3113847,1,,,,,,,2397340,572,3117817,1,,0,0,0,0,0,0,0,0,0,0
550,2428701,2,1967930,3,3113342,4,3113854,11,,,,,,,2401074,10,3117837,1,,0,0,0,0,0,0,0,0,0,0
551,2431002,6,1967991,3,3113516,4,3113906,1,,,,,,,2405711,20,3117863,1,,0,0,0,0,0,0,0,0,0,0
552,2433957,74,1970293,1,3113595,1,3114400,1,,,,,,,2407119,6,3118005,3,,0,0,0,0,0,0,0,0,0,0
553,2436236,9,1973288,1,3113600,1,3114600,2,,,,,,,2411740,83,3118087,3,,0,0,0,0,0,0,0,0,0,0
554,2436941,8,1978511,1,3113838,1,3114639,1,,,,,,,2412498,12,3118414,1,,0,0,0,0,0,0,0,0,0,0
555,2441488,2,1983095,1,3113864,2,3114717,3,,,,,,,2416435,18,3118489,4,,0,0,0,0,0,0,0,0,0,0
556,2442746,4,1989800,4,3113904,2,3114735,1,,,,,,,2420366,6,3118604,1,,0,0,0,0,0,0,0,0,0,0
557,2444429,4,2009297,1,3114084,2,3114964,4,,,,,,,2421481,171,3118690,1,,0,0,0,0,0,0,0,0,0,0
558,2446452,31,2011952,1,3114600,3,3115734,2,,,,,,,2422637,35,3118793,1,,0,0,0,0,0,0,0,0,0,0
559,2448444,69,2035700,1,3114639,3,3116108,2,,,,,,,2424055,10,3118846,3,,0,0,0,0,0,0,0,0,0,0
560,2450102,1,2042600,2,3114735,2,3116183,2,,,,,,,2427172,2,3118917,3,,0,0,0,0,0,0,0,0,0,0
561,2450509,11,2042609,2,3114952,2,3116634,1,,,,,,,2427679,32,3119155,4,,0,0,0,0,0,0,0,0,0,0
562,2450519,3,2085913,2,3114964,7,3116817,1,,,,,,,2428701,16,3119939,2,,0,0,0,0,0,0,0,0,0,0
563,2453774,48,2093531,2,3114993,1,3117089,1,,,,,,,2431002,30,3120177,1,,0,0,0,0,0,0,0,0,0,0
564,2456330,47,2121112,1,3115553,1,3117502,6,,,,,,,2433957,94,3120226,1,,0,0,0,0,0,0,0,0,0,0
565,2457305,7,2122261,1,3115592,1,3117534,1,,,,,,,2434537,4,3120647,4,,0,0,0,0,0,0,0,0,0,0
566,2462263,1,2124135,1,3116108,1,3117567,1,,,,,,,2436236,41,3120850,1,,0,0,0,0,0,0,0,0,0,0
567,2466879,2,2146884,1,3116141,6,3117817,1,,,,,,,2436941,34,3121073,4,,0,0,0,0,0,0,0,0,0,0
568,2467462,11,2147161,2,3116404,1,3118414,1,,,,,,,2441054,2,3121219,1,,0,0,0,0,0,0,0,0,0,0
569,2468126,2,2182885,2,3116418,1,3118604,1,,,,,,,2442746,68,3121674,1,,0,0,0,0,0,0,0,0,0,0
570,2475878,1,2193020,1,3116588,1,3119105,1,,,,,,,2444429,14,3122008,2,,0,0,0,0,0,0,0,0,0,0
571,2476477,5,2200842,1,3116668,1,3120040,2,,,,,,,2446452,4,3122153,9,,0,0,0,0,0,0,0,0,0,0
572,2476834,6,2224086,1,3117089,2,3120274,1,,,,,,,2448444,271,3122328,1,,0,0,0,0,0,0,0,0,0,0
573,2480715,4,2225906,2,3117513,2,3120775,3,,,,,,,2450102,42,3122407,2,,0,0,0,0,0,0,0,0,0,0
574,2481084,3,2230502,1,3117534,1,3120823,11,,,,,,,2450509,170,3122424,1,,0,0,0,0,0,0,0,0,0,0
575,2483736,4,2231024,2,3117567,2,3120837,1,,,,,,,2450519,6,3123366,8,,0,0,0,0,0,0,0,0,0,0
576,2486823,22,2240670,4,3117774,1,3121163,2,,,,,,,2453774,66,3123399,4,,0,0,0,0,0,0,0,0,0,0
577,2487936,1,2282906,1,3117817,3,3121297,2,,,,,,,2455683,65,3123473,18,,0,0,0,0,0,0,0,0,0,0
578,2489940,29,2285879,2,3117863,2,3121506,3,,,,,,,2456330,99,3123570,4,,0,0,0,0,0,0,0,0,0,0
579,2490967,3,2288430,1,3118148,1,3122034,2,,,,,,,2457305,17,3123729,1,,0,0,0,0,0,0,0,0,0,0
580,2493401,2,2294199,1,3118414,2,3122769,2,,,,,,,2457327,4,3123848,2,,0,0,0,0,0,0,0,0,0,0
581,2494807,43,2311760,5,3118604,2,3122771,1,,,,,,,2462976,6,3123911,2,,0,0,0,0,0,0,0,0,0,0
582,2496807,1,2314165,2,3119155,1,3122823,2,,,,,,,2466879,35,3123954,2,,0,0,0,0,0,0,0,0,0,0
583,2499815,1,2329014,3,3120040,1,3123447,1,,,,,,,2467078,2,3124387,1,,0,0,0,0,0,0,0,0,0,0
584,2500053,3,2332050,1,3120274,1,3123570,1,,,,,,,2467146,9,3124659,2,,0,0,0,0,0,0,0,0,0,0
585,2500548,1,2343323,1,3120647,2,3123576,2,,,,,,,2467462,22,3124856,2,,0,0,0,0,0,0,0,0,0,0
586,2502674,262,2353826,1,3120808,2,3123996,1,,,,,,,2468126,2,3125621,2,,0,0,0,0,0,0,0,0,0,0
587,2507193,4,2367603,1,3120823,11,3124401,3,,,,,,,2475878,2,3125669,1,,0,0,0,0,0,0,0,0,0,0
588,2508722,15,2368860,3,3121331,1,3125340,3,,,,,,,2476477,2,3125697,4,,0,0,0,0,0,0,0,0,0,0
589,2508904,170,2373054,2,3121506,4,3125592,2,,,,,,,2476834,10,3125773,11,,0,0,0,0,0,0,0,0,0,0
590,2511693,24,2377848,2,3121674,4,3125752,1,,,,,,,2481084,4,3126650,2,,0,0,0,0,0,0,0,0,0,0
591,2512327,15,2379204,1,3122008,1,3126002,1,,,,,,,2481169,2,3126731,3,,0,0,0,0,0,0,0,0,0,0
592,2513298,2,2386583,3,3122034,1,3126274,1,,,,,,,2483736,69,3126746,1,,0,0,0,0,0,0,0,0,0,0
593,2513832,15,2431002,1,3122153,1,3126350,1,,,,,,,2486823,6,3126970,1,,0,0,0,0,0,0,0,0,0,0
594,2520950,6,2448444,7,3122328,3,3126947,1,,,,,,,2489940,87,3127016,1,,0,0,0,0,0,0,0,0,0,0
595,2522552,8,2476834,1,3122453,1,3127263,7,,,,,,,2489945,4,3127106,2,,0,0,0,0,0,0,0,0,0,0
596,2522965,32,2489940,4,3122557,1,3127912,1,,,,,,,2490967,6,3127137,6,,0,0,0,0,0,0,0,0,0,0
597,2524208,7,2502674,33,3122769,1,3128563,1,,,,,,,2493161,3,3127739,1,,0,0,0,0,0,0,0,0,0,0
598,2524284,6,2508904,21,3122823,3,3131431,1,,,,,,,2493401,16,3127924,1,,0,0,0,0,0,0,0,0,0,0
599,2525234,1,2522965,1,3122864,1,3131507,4,,,,,,,2494807,128,3128253,5,,0,0,0,0,0,0,0,0,0,0
600,2525618,44,2525618,1,3123399,1,3131688,1,,,,,,,2497480,2,3128262,3,,0,0,0,0,0,0,0,0,0,0
601,2526177,13,2530171,1,3123447,1,3131738,1,,,,,,,2499815,6,3128470,1,,0,0,0,0,0,0,0,0,0,0
602,2528081,9,2536387,1,3123576,1,3131856,2,,,,,,,2500053,14,3128591,1,,0,0,0,0,0,0,0,0,0,0
603,2530171,7,2550828,4,3124098,6,3132259,4,,,,,,,2502674,307,3129233,1,,0,0,0,0,0,0,0,0,0,0
604,2530205,29,2554580,2,3124178,1,3132354,8,,,,,,,2502738,6,3129244,1,,0,0,0,0,0,0,0,0,0,0
605,2532265,12,2563203,2,3124252,3,3132502,1,,,,,,,2507193,28,3129404,1,,0,0,0,0,0,0,0,0,0,0
606,2534885,10,2566027,1,3124826,4,3133361,2,,,,,,,2508722,146,3129574,2,,0,0,0,0,0,0,0,0,0,0
607,2536387,45,2574466,1,3125752,1,3133364,2,,,,,,,2508904,375,3129825,9,,0,0,0,0,0,0,0,0,0,0
608,2537036,4,2578670,2,3125773,2,3133776,2,,,,,,,2511569,6,3129949,1,,0,0,0,0,0,0,0,0,0,0
609,2538026,9,2581500,3,3126002,1,3134752,1,,,,,,,2511693,52,3130030,1,,0,0,0,0,0,0,0,0,0,0
610,2539583,23,2584188,14,3126274,5,3134959,4,,,,,,,2512327,30,3130156,7,,0,0,0,0,0,0,0,0,0,0
611,2540282,6,2587375,1,3127106,2,3135254,1,,,,,,,2513298,8,3130268,1,,0,0,0,0,0,0,0,0,0,0
612,2540354,1,2589740,2,3127137,1,3135303,2,,,,,,,2513832,94,3130288,1,,0,0,0,0,0,0,0,0,0,0
613,2547835,4,2604510,3,3127263,3,3135311,1,,,,,,,2520950,46,3130564,3,,0,0,0,0,0,0,0,0,0,0
614,2548216,2,2607190,1,3127883,2,3135587,2,,,,,,,2522552,2,3130591,10,,0,0,0,0,0,0,0,0,0,0
615,2549399,18,2617739,3,3128253,6,3135729,2,,,,,,,2522965,60,3131161,1,,0,0,0,0,0,0,0,0,0,0
616,2550419,3,2624122,2,3128380,2,3135827,1,,,,,,,2524208,9,3131371,1,,0,0,0,0,0,0,0,0,0,0
617,2550612,3,2635522,6,3128470,1,3138090,2,,,,,,,2524284,16,3131507,1,,0,0,0,0,0,0,0,0,0,0
618,2550828,18,2650826,1,3128591,1,3138120,7,,,,,,,2525618,43,3131888,1,,0,0,0,0,0,0,0,0,0,0
619,2551074,4,2652023,2,3128704,1,3139853,4,,,,,,,2526177,18,3131907,3,,0,0,0,0,0,0,0,0,0,0
620,2551236,17,2682091,8,3129949,1,3139901,1,,,,,,,2528081,84,3132354,5,,0,0,0,0,0,0,0,0,0,0
621,2553957,4,2689091,1,3130220,1,3140023,9,,,,,,,2528744,2,3132529,2,,0,0,0,0,0,0,0,0,0,0
622,2554580,21,2689130,1,3130606,1,3140948,1,,,,,,,2530004,6,3132576,2,,0,0,0,0,0,0,0,0,0,0
623,2556297,65,2714816,1,3131431,1,3141101,1,,,,,,,2530171,6,3132816,1,,0,0,0,0,0,0,0,0,0,0
624,2561684,1,2718785,1,3131856,1,3141111,1,,,,,,,2530205,42,3133314,1,,0,0,0,0,0,0,0,0,0,0
625,2561976,1,2720205,1,3132259,1,3141594,3,,,,,,,2532265,6,3133361,3,,0,0,0,0,0,0,0,0,0,0
626,2562449,18,2727174,1,3132354,11,3141644,1,,,,,,,2534885,4,3133364,11,,0,0,0,0,0,0,0,0,0,0
627,2562472,8,2727299,4,3132502,2,3141708,1,,,,,,,2536387,76,3133656,2,,0,0,0,0,0,0,0,0,0,0
628,2563203,32,2730738,3,3133361,4,3142978,2,,,,,,,2537036,2,3133698,1,,0,0,0,0,0,0,0,0,0,0
629,2563980,1,2731135,1,3133364,1,3143869,3,,,,,,,2538026,21,3133710,1,,0,0,0,0,0,0,0,0,0,0
630,2565053,17,2732634,3,3133828,1,3144924,1,,,,,,,2539583,22,3133859,4,,0,0,0,0,0,0,0,0,0,0
631,2565883,7,2743754,2,3133859,4,3144997,1,,,,,,,2540282,18,3133954,2,,0,0,0,0,0,0,0,0,0,0
632,2566027,28,2751260,28,3135109,5,3145546,1,,,,,,,2540354,4,3134014,1,,0,0,0,0,0,0,0,0,0,0
633,2572645,11,2752236,4,3135125,3,3145743,2,,,,,,,2544215,36,3135108,3,,0,0,0,0,0,0,0,0,0,0
634,2574466,63,2760847,1,3135254,1,3145896,1,,,,,,,2549399,10,3135244,1,,0,0,0,0,0,0,0,0,0,0
635,2576056,49,2764029,2,3135303,2,3145936,1,,,,,,,2550419,2,3135264,6,,0,0,0,0,0,0,0,0,0,0
636,2577892,16,2771553,1,3135311,1,3146043,2,,,,,,,2550828,30,3135387,1,,0,0,0,0,0,0,0,0,0,0
637,2578670,9,2783768,1,3135407,7,3146984,5,,,,,,,2551074,32,3135407,1,,0,0,0,0,0,0,0,0,0,0
638,2581500,16,2796664,5,3135587,1,3147494,2,,,,,,,2551236,44,3135549,7,,0,0,0,0,0,0,0,0,0,0
639,2582437,21,2802127,7,3135827,1,,,,,,,,,2552015,7,3135590,3,,0,0,0,0,0,0,0,0,0,0
640,2584188,194,2802879,1,3135852,1,,,,,,,,,2554580,10,3135903,1,,0,0,0,0,0,0,0,0,0,0
641,2585714,20,2808120,1,3135945,1,,,,,,,,,2556297,207,3136109,2,,0,0,0,0,0,0,0,0,0,0
642,2586728,30,2816073,2,3137227,1,,,,,,,,,2557706,4,3136142,4,,0,0,0,0,0,0,0,0,0,0
643,2587375,3,2818743,2,3137872,1,,,,,,,,,2558976,3,3136570,2,,0,0,0,0,0,0,0,0,0,0
644,2589401,8,2824524,1,3138077,5,,,,,,,,,2561976,3,3136657,2,,0,0,0,0,0,0,0,0,0,0
645,2589740,5,2827728,3,3138090,5,,,,,,,,,2562449,12,3138076,1,,0,0,0,0,0,0,0,0,0,0
646,2590600,15,2828437,1,3138120,5,,,,,,,,,2562472,56,3138077,13,,0,0,0,0,0,0,0,0,0,0
647,2592174,5,2833249,7,3138313,1,,,,,,,,,2563203,330,3138120,2,,0,0,0,0,0,0,0,0,0,0
648,2592220,67,2844322,2,3138842,1,,,,,,,,,2563420,44,3138593,1,,0,0,0,0,0,0,0,0,0,0
649,2596054,5,2855465,1,3139138,1,,,,,,,,,2563980,2,3138670,1,,0,0,0,0,0,0,0,0,0,0
650,2596529,21,2856196,9,3139191,2,,,,,,,,,2565053,327,3138860,2,,0,0,0,0,0,0,0,0,0,0
651,2597918,10,2867747,1,3139532,5,,,,,,,,,2565883,2,3138874,1,,0,0,0,0,0,0,0,0,0,0
652,2597925,1,2882036,1,3139832,5,,,,,,,,,2566027,105,3139075,3,,0,0,0,0,0,0,0,0,0,0
653,2600438,10,2888560,1,3139853,4,,,,,,,,,2568115,12,3139191,1,,0,0,0,0,0,0,0,0,0,0
654,2602954,7,2898984,1,3139901,1,,,,,,,,,2572645,96,3139784,1,,0,0,0,0,0,0,0,0,0,0
655,2604510,22,2905860,3,3140155,1,,,,,,,,,2574466,105,3139832,10,,0,0,0,0,0,0,0,0,0,0
656,2606232,14,2918717,7,3140948,4,,,,,,,,,2576056,158,3139901,4,,0,0,0,0,0,0,0,0,0,0
657,2607099,12,2919265,8,3140989,1,,,,,,,,,2579000,18,3140023,3,,0,0,0,0,0,0,0,0,0,0
658,2607190,226,2940658,3,3141000,1,,,,,,,,,2580105,2,3140693,4,,0,0,0,0,0,0,0,0,0,0
659,2608522,21,2958681,1,3141111,1,,,,,,,,,2581462,6,3140769,1,,0,0,0,0,0,0,0,0,0,0
660,2609291,1,2958962,1,3141140,6,,,,,,,,,2581500,12,3140846,11,,0,0,0,0,0,0,0,0,0,0
661,2611641,21,2960770,8,3141594,2,,,,,,,,,2582437,36,3140980,2,,0,0,0,0,0,0,0,0,0,0
662,2613496,8,2961457,1,3141644,2,,,,,,,,,2584188,792,3141140,2,,0,0,0,0,0,0,0,0,0,0
663,2615422,28,2966375,1,3141708,4,,,,,,,,,2584507,2,3141423,16,,0,0,0,0,0,0,0,0,0,0
664,2616312,13,2980758,1,3141856,1,,,,,,,,,2585714,20,3141594,3,,0,0,0,0,0,0,0,0,0,0
665,2617522,5,2982479,3,3142978,1,,,,,,,,,2586728,30,3142247,1,,0,0,0,0,0,0,0,0,0,0
666,2617739,21,2988563,1,3143294,1,,,,,,,,,2589401,24,3142968,12,,0,0,0,0,0,0,0,0,0,0
667,2617991,13,2996630,4,3143371,1,,,,,,,,,2589740,10,3142978,7,,0,0,0,0,0,0,0,0,0,0
668,2618171,3,2998029,1,3143663,2,,,,,,,,,2590600,62,3143052,3,,0,0,0,0,0,0,0,0,0,0
669,2619228,1,3003901,4,3144080,1,,,,,,,,,2592174,4,3143054,8,,0,0,0,0,0,0,0,0,0,0
670,2619275,11,3009268,1,3144924,5,,,,,,,,,2592220,90,3143251,2,,0,0,0,0,0,0,0,0,0,0
671,2619934,49,3013214,6,3145255,3,,,,,,,,,2593409,2,3143339,4,,0,0,0,0,0,0,0,0,0,0
672,2620022,4,3014752,2,3145275,2,,,,,,,,,2596054,92,3143574,1,,0,0,0,0,0,0,0,0,0,0
673,2620403,4,3015700,2,3145495,1,,,,,,,,,2596529,42,3143612,1,,0,0,0,0,0,0,0,0,0,0
674,2621815,3,3016905,1,3145743,1,,,,,,,,,2597918,35,3143903,2,,0,0,0,0,0,0,0,0,0,0
675,2622520,6,3018842,1,3145867,1,,,,,,,,,2597925,18,3144125,20,,0,0,0,0,0,0,0,0,0,0
676,2623164,30,3023036,3,3145896,3,,,,,,,,,2600438,6,3144341,1,,0,0,0,0,0,0,0,0,0,0
677,2624122,18,3024441,1,3146043,2,,,,,,,,,2602954,22,3144415,1,,0,0,0,0,0,0,0,0,0,0
678,2630909,21,3026985,1,3146984,6,,,,,,,,,2604510,50,3144427,1,,0,0,0,0,0,0,0,0,0,0
679,2630918,7,3032347,1,3147682,1,,,,,,,,,2606232,44,3144625,2,,0,0,0,0,0,0,0,0,0,0
680,2634838,17,3038237,6,3147848,2,,,,,,,,,2606352,4,3144997,3,,0,0,0,0,0,0,0,0,0,0
681,2635522,45,3041402,9,3148721,2,,,,,,,,,2607099,12,3145030,3,,0,0,0,0,0,0,0,0,0,0
682,2636081,3,3042135,3,3148914,7,,,,,,,,,2607190,297,3145056,3,,0,0,0,0,0,0,0,0,0,0
683,2636132,7,3047960,1,3148969,2,,,,,,,,,2608522,2,3145109,3,,0,0,0,0,0,0,0,0,0,0
684,2636657,66,3050579,5,3149623,2,,,,,,,,,2609291,2,3145114,3,,0,0,0,0,0,0,0,0,0,0
685,2637518,2,3052382,1,3149736,1,,,,,,,,,2611641,20,3145303,1,,0,0,0,0,0,0,0,0,0,0
686,2639559,281,3052748,3,3149921,1,,,,,,,,,2613496,12,3145372,1,,0,0,0,0,0,0,0,0,0,0
687,2640485,4,3054031,3,3149965,2,,,,,,,,,2615422,2,3145420,2,,0,0,0,0,0,0,0,0,0,0
688,2641709,11,3057024,1,3149975,1,,,,,,,,,2616312,6,3145495,1,,0,0,0,0,0,0,0,0,0,0
689,2641865,3,3057742,1,3150527,1,,,,,,,,,2617522,16,3145588,3,,0,0,0,0,0,0,0,0,0,0
690,2642942,5,3058747,2,3150571,1,,,,,,,,,2617739,15,3145816,1,,0,0,0,0,0,0,0,0,0,0
691,2643122,28,3059244,1,3150782,1,,,,,,,,,2617991,18,3146070,3,,0,0,0,0,0,0,0,0,0,0
692,2643581,5,3059657,5,3150822,1,,,,,,,,,2618171,28,3146135,1,,0,0,0,0,0,0,0,0,0,0
693,2643662,12,3059872,2,3151484,3,,,,,,,,,2619275,36,3146984,3,,0,0,0,0,0,0,0,0,0,0
694,2648272,3,3060044,1,3151808,4,,,,,,,,,2619934,30,3147229,5,,0,0,0,0,0,0,0,0,0,0
695,2650826,40,3060612,2,3153510,1,,,,,,,,,2620022,17,3147272,2,,0,0,0,0,0,0,0,0,0,0
696,2652023,78,3067542,1,3154177,7,,,,,,,,,2620306,8,3147494,2,,0,0,0,0,0,0,0,0,0,0
697,2655085,1,3068252,7,3154280,2,,,,,,,,,2620348,6,3147789,1,,0,0,0,0,0,0,0,0,0,0
698,2655507,6,3070615,2,3154866,1,,,,,,,,,2620403,14,3147848,3,,0,0,0,0,0,0,0,0,0,0
699,2656240,1,3071954,1,3154874,1,,,,,,,,,2621815,26,3148598,1,,0,0,0,0,0,0,0,0,0,0
700,2659112,66,3072667,1,3155293,4,,,,,,,,,2622520,11,3148640,1,,0,0,0,0,0,0,0,0,0,0
