id,user1,listPV,user2,listArea,user3,listBudget,user4,listRoom,user5,listSquare,user6,listAge,user7,listTag,user8,detail,user9,appointment,agent,listPV0,listArea0,listBudget0,listRoom0,listSquare0,listAge0,listTag0,detail0,appointment0,tag
1444,3090457,28,,,,,,,,,,,,,3087831,2,,,,0,0,0,0,0,0,0,0,0,0
1445,3090471,1,,,,,,,,,,,,,3087843,40,,,,0,0,0,0,0,0,0,0,0,0
1446,3090491,3,,,,,,,,,,,,,3087845,2,,,,0,0,0,0,0,0,0,0,0,0
1447,3090499,2,,,,,,,,,,,,,3087920,28,,,,0,0,0,0,0,0,0,0,0,0
1448,3090508,26,,,,,,,,,,,,,3087925,8,,,,0,0,0,0,0,0,0,0,0,0
1449,3090512,2,,,,,,,,,,,,,3087969,88,,,,0,0,0,0,0,0,0,0,0,0
1450,3090519,3,,,,,,,,,,,,,3088089,38,,,,0,0,0,0,0,0,0,0,0,0
1451,3090598,5,,,,,,,,,,,,,3088152,2,,,,0,0,0,0,0,0,0,0,0,0
1452,3090771,1,,,,,,,,,,,,,3088238,26,,,,0,0,0,0,0,0,0,0,0,0
1453,3090796,1,,,,,,,,,,,,,3088259,2,,,,0,0,0,0,0,0,0,0,0,0
1454,3090865,6,,,,,,,,,,,,,3088351,178,,,,0,0,0,0,0,0,0,0,0,0
1455,3090903,12,,,,,,,,,,,,,3088425,50,,,,0,0,0,0,0,0,0,0,0,0
1456,3090910,2,,,,,,,,,,,,,3088492,86,,,,0,0,0,0,0,0,0,0,0,0
1457,3090971,3,,,,,,,,,,,,,3088493,4,,,,0,0,0,0,0,0,0,0,0,0
1458,3091005,1,,,,,,,,,,,,,3088533,4,,,,0,0,0,0,0,0,0,0,0,0
1459,3091012,2,,,,,,,,,,,,,3088588,8,,,,0,0,0,0,0,0,0,0,0,0
1460,3091021,2,,,,,,,,,,,,,3088727,28,,,,0,0,0,0,0,0,0,0,0,0
1461,3091070,10,,,,,,,,,,,,,3088896,24,,,,0,0,0,0,0,0,0,0,0,0
1462,3091090,3,,,,,,,,,,,,,3088966,10,,,,0,0,0,0,0,0,0,0,0,0
1463,3091098,6,,,,,,,,,,,,,3088975,14,,,,0,0,0,0,0,0,0,0,0,0
1464,3091171,1,,,,,,,,,,,,,3089043,14,,,,0,0,0,0,0,0,0,0,0,0
1465,3091208,3,,,,,,,,,,,,,3089097,16,,,,0,0,0,0,0,0,0,0,0,0
1466,3091222,8,,,,,,,,,,,,,3089202,60,,,,0,0,0,0,0,0,0,0,0,0
1467,3091233,3,,,,,,,,,,,,,3089224,24,,,,0,0,0,0,0,0,0,0,0,0
1468,3091247,1,,,,,,,,,,,,,3089263,8,,,,0,0,0,0,0,0,0,0,0,0
1469,3091319,178,,,,,,,,,,,,,3089280,14,,,,0,0,0,0,0,0,0,0,0,0
1470,3091359,1,,,,,,,,,,,,,3089323,12,,,,0,0,0,0,0,0,0,0,0,0
1471,3091360,3,,,,,,,,,,,,,3089437,2,,,,0,0,0,0,0,0,0,0,0,0
1472,3091402,2,,,,,,,,,,,,,3089496,6,,,,0,0,0,0,0,0,0,0,0,0
1473,3091600,6,,,,,,,,,,,,,3089714,22,,,,0,0,0,0,0,0,0,0,0,0
1474,3091654,8,,,,,,,,,,,,,3089716,10,,,,0,0,0,0,0,0,0,0,0,0
1475,3091672,2,,,,,,,,,,,,,3089766,37,,,,0,0,0,0,0,0,0,0,0,0
1476,3091753,2,,,,,,,,,,,,,3089861,156,,,,0,0,0,0,0,0,0,0,0,0
1477,3091802,3,,,,,,,,,,,,,3089921,94,,,,0,0,0,0,0,0,0,0,0,0
1478,3091829,1,,,,,,,,,,,,,3089956,2,,,,0,0,0,0,0,0,0,0,0,0
1479,3091872,1,,,,,,,,,,,,,3090032,60,,,,0,0,0,0,0,0,0,0,0,0
1480,3091914,1,,,,,,,,,,,,,3090053,46,,,,0,0,0,0,0,0,0,0,0,0
1481,3091943,1,,,,,,,,,,,,,3090060,2,,,,0,0,0,0,0,0,0,0,0,0
1482,3091952,5,,,,,,,,,,,,,3090140,14,,,,0,0,0,0,0,0,0,0,0,0
1483,3091956,1,,,,,,,,,,,,,3090203,22,,,,0,0,0,0,0,0,0,0,0,0
1484,3091971,4,,,,,,,,,,,,,3090211,3,,,,0,0,0,0,0,0,0,0,0,0
1485,3091994,2,,,,,,,,,,,,,3090214,36,,,,0,0,0,0,0,0,0,0,0,0
1486,3092064,16,,,,,,,,,,,,,3090231,738,,,,0,0,0,0,0,0,0,0,0,0
1487,3092066,14,,,,,,,,,,,,,3090243,2,,,,0,0,0,0,0,0,0,0,0,0
1488,3092108,10,,,,,,,,,,,,,3090257,286,,,,0,0,0,0,0,0,0,0,0,0
1489,3092126,24,,,,,,,,,,,,,3090297,18,,,,0,0,0,0,0,0,0,0,0,0
1490,3092134,11,,,,,,,,,,,,,3090305,22,,,,0,0,0,0,0,0,0,0,0,0
1491,3092148,27,,,,,,,,,,,,,3090321,2,,,,0,0,0,0,0,0,0,0,0,0
1492,3092296,12,,,,,,,,,,,,,3090457,34,,,,0,0,0,0,0,0,0,0,0,0
1493,3092344,4,,,,,,,,,,,,,3090471,14,,,,0,0,0,0,0,0,0,0,0,0
1494,3092352,2,,,,,,,,,,,,,3090491,18,,,,0,0,0,0,0,0,0,0,0,0
1495,3092374,6,,,,,,,,,,,,,3090508,28,,,,0,0,0,0,0,0,0,0,0,0
1496,3092380,10,,,,,,,,,,,,,3090519,2,,,,0,0,0,0,0,0,0,0,0,0
1497,3092388,2,,,,,,,,,,,,,3090605,10,,,,0,0,0,0,0,0,0,0,0,0
1498,3092760,1,,,,,,,,,,,,,3090727,26,,,,0,0,0,0,0,0,0,0,0,0
1499,3092844,2,,,,,,,,,,,,,3090771,6,,,,0,0,0,0,0,0,0,0,0,0
1500,3092871,1,,,,,,,,,,,,,3090790,2,,,,0,0,0,0,0,0,0,0,0,0
1501,3092900,1,,,,,,,,,,,,,3090796,56,,,,0,0,0,0,0,0,0,0,0,0
1502,3092910,1,,,,,,,,,,,,,3090865,2,,,,0,0,0,0,0,0,0,0,0,0
1503,3092949,12,,,,,,,,,,,,,3090903,10,,,,0,0,0,0,0,0,0,0,0,0
1504,3093104,2,,,,,,,,,,,,,3091012,4,,,,0,0,0,0,0,0,0,0,0,0
1505,3093171,1,,,,,,,,,,,,,3091070,10,,,,0,0,0,0,0,0,0,0,0,0
1506,3093207,8,,,,,,,,,,,,,3091098,12,,,,0,0,0,0,0,0,0,0,0,0
1507,3093316,4,,,,,,,,,,,,,3091222,34,,,,0,0,0,0,0,0,0,0,0,0
1508,3093340,1,,,,,,,,,,,,,3091319,115,,,,0,0,0,0,0,0,0,0,0,0
1509,3093363,9,,,,,,,,,,,,,3091402,2,,,,0,0,0,0,0,0,0,0,0,0
1510,3093387,1,,,,,,,,,,,,,3091428,14,,,,0,0,0,0,0,0,0,0,0,0
1511,3093599,3,,,,,,,,,,,,,3091525,6,,,,0,0,0,0,0,0,0,0,0,0
1512,3093658,34,,,,,,,,,,,,,3091654,22,,,,0,0,0,0,0,0,0,0,0,0
1513,3093770,1,,,,,,,,,,,,,3091672,2,,,,0,0,0,0,0,0,0,0,0,0
1514,3093927,1,,,,,,,,,,,,,3091943,8,,,,0,0,0,0,0,0,0,0,0,0
1515,3093965,57,,,,,,,,,,,,,3091952,8,,,,0,0,0,0,0,0,0,0,0,0
1516,3093977,7,,,,,,,,,,,,,3091994,2,,,,0,0,0,0,0,0,0,0,0,0
1517,3093988,145,,,,,,,,,,,,,3092064,56,,,,0,0,0,0,0,0,0,0,0,0
1518,3094046,1,,,,,,,,,,,,,3092066,38,,,,0,0,0,0,0,0,0,0,0,0
1519,3094051,22,,,,,,,,,,,,,3092108,158,,,,0,0,0,0,0,0,0,0,0,0
1520,3094056,5,,,,,,,,,,,,,3092126,54,,,,0,0,0,0,0,0,0,0,0,0
1521,3094063,7,,,,,,,,,,,,,3092134,96,,,,0,0,0,0,0,0,0,0,0,0
1522,3094073,3,,,,,,,,,,,,,3092148,60,,,,0,0,0,0,0,0,0,0,0,0
1523,3094096,47,,,,,,,,,,,,,3092189,2,,,,0,0,0,0,0,0,0,0,0,0
1524,3094109,1,,,,,,,,,,,,,3092296,50,,,,0,0,0,0,0,0,0,0,0,0
1525,3094148,7,,,,,,,,,,,,,3092344,4,,,,0,0,0,0,0,0,0,0,0,0
1526,3094275,1,,,,,,,,,,,,,3092359,10,,,,0,0,0,0,0,0,0,0,0,0
1527,3094455,1,,,,,,,,,,,,,3092374,10,,,,0,0,0,0,0,0,0,0,0,0
1528,3094489,214,,,,,,,,,,,,,3092380,10,,,,0,0,0,0,0,0,0,0,0,0
1529,3094522,28,,,,,,,,,,,,,3092388,2,,,,0,0,0,0,0,0,0,0,0,0
1530,3094570,8,,,,,,,,,,,,,3092937,2,,,,0,0,0,0,0,0,0,0,0,0
1531,3094584,2,,,,,,,,,,,,,3092944,2,,,,0,0,0,0,0,0,0,0,0,0
1532,3094629,23,,,,,,,,,,,,,3092949,8,,,,0,0,0,0,0,0,0,0,0,0
1533,3094674,1,,,,,,,,,,,,,3092953,2,,,,0,0,0,0,0,0,0,0,0,0
1534,3094686,1,,,,,,,,,,,,,3092986,26,,,,0,0,0,0,0,0,0,0,0,0
1535,3094774,63,,,,,,,,,,,,,3092990,6,,,,0,0,0,0,0,0,0,0,0,0
1536,3094871,3,,,,,,,,,,,,,3093104,22,,,,0,0,0,0,0,0,0,0,0,0
1537,3094960,7,,,,,,,,,,,,,3093147,10,,,,0,0,0,0,0,0,0,0,0,0
1538,3095180,9,,,,,,,,,,,,,3093171,2,,,,0,0,0,0,0,0,0,0,0,0
1539,3095201,1,,,,,,,,,,,,,3093207,4,,,,0,0,0,0,0,0,0,0,0,0
1540,3095291,6,,,,,,,,,,,,,3093316,46,,,,0,0,0,0,0,0,0,0,0,0
1541,3095384,4,,,,,,,,,,,,,3093599,10,,,,0,0,0,0,0,0,0,0,0,0
1542,3095478,2,,,,,,,,,,,,,3093615,2,,,,0,0,0,0,0,0,0,0,0,0
1543,3095838,12,,,,,,,,,,,,,3093658,134,,,,0,0,0,0,0,0,0,0,0,0
1544,3095860,2,,,,,,,,,,,,,3093769,12,,,,0,0,0,0,0,0,0,0,0,0
1545,3095990,16,,,,,,,,,,,,,3093770,2,,,,0,0,0,0,0,0,0,0,0,0
1546,3095993,13,,,,,,,,,,,,,3093927,22,,,,0,0,0,0,0,0,0,0,0,0
1547,3096023,183,,,,,,,,,,,,,3093943,2,,,,0,0,0,0,0,0,0,0,0,0
1548,3096066,25,,,,,,,,,,,,,3093954,90,,,,0,0,0,0,0,0,0,0,0,0
1549,3096135,1,,,,,,,,,,,,,3093965,34,,,,0,0,0,0,0,0,0,0,0,0
1550,3096191,61,,,,,,,,,,,,,3093977,20,,,,0,0,0,0,0,0,0,0,0,0
1551,3096194,9,,,,,,,,,,,,,3093988,274,,,,0,0,0,0,0,0,0,0,0,0
1552,3096244,56,,,,,,,,,,,,,3094046,2,,,,0,0,0,0,0,0,0,0,0,0
1553,3096403,11,,,,,,,,,,,,,3094051,64,,,,0,0,0,0,0,0,0,0,0,0
1554,3096444,31,,,,,,,,,,,,,3094073,42,,,,0,0,0,0,0,0,0,0,0,0
1555,3096513,12,,,,,,,,,,,,,3094096,100,,,,0,0,0,0,0,0,0,0,0,0
1556,3096524,2,,,,,,,,,,,,,3094140,14,,,,0,0,0,0,0,0,0,0,0,0
1557,3096578,16,,,,,,,,,,,,,3094148,46,,,,0,0,0,0,0,0,0,0,0,0
1558,3096583,2,,,,,,,,,,,,,3094465,16,,,,0,0,0,0,0,0,0,0,0,0
1559,3096910,5,,,,,,,,,,,,,3094489,166,,,,0,0,0,0,0,0,0,0,0,0
1560,3096992,3,,,,,,,,,,,,,3094522,118,,,,0,0,0,0,0,0,0,0,0,0
1561,3097028,1,,,,,,,,,,,,,3094570,6,,,,0,0,0,0,0,0,0,0,0,0
1562,3097062,1,,,,,,,,,,,,,3094584,24,,,,0,0,0,0,0,0,0,0,0,0
1563,3097079,20,,,,,,,,,,,,,3094629,48,,,,0,0,0,0,0,0,0,0,0,0
1564,3097417,2,,,,,,,,,,,,,3094707,10,,,,0,0,0,0,0,0,0,0,0,0
1565,3097529,1,,,,,,,,,,,,,3094774,90,,,,0,0,0,0,0,0,0,0,0,0
1566,3097548,13,,,,,,,,,,,,,3094871,10,,,,0,0,0,0,0,0,0,0,0,0
1567,3097563,2,,,,,,,,,,,,,3094885,10,,,,0,0,0,0,0,0,0,0,0,0
1568,3097589,1,,,,,,,,,,,,,3094960,4,,,,0,0,0,0,0,0,0,0,0,0
1569,3097596,2,,,,,,,,,,,,,3095180,28,,,,0,0,0,0,0,0,0,0,0,0
1570,3097646,2,,,,,,,,,,,,,3095291,6,,,,0,0,0,0,0,0,0,0,0,0
1571,3097928,3,,,,,,,,,,,,,3095384,28,,,,0,0,0,0,0,0,0,0,0,0
1572,3097978,13,,,,,,,,,,,,,3095838,26,,,,0,0,0,0,0,0,0,0,0,0
1573,3098005,63,,,,,,,,,,,,,3095848,4,,,,0,0,0,0,0,0,0,0,0,0
1574,3098076,33,,,,,,,,,,,,,3095990,68,,,,0,0,0,0,0,0,0,0,0,0
1575,3098137,11,,,,,,,,,,,,,3095993,42,,,,0,0,0,0,0,0,0,0,0,0
1576,3098176,2,,,,,,,,,,,,,3096023,202,,,,0,0,0,0,0,0,0,0,0,0
1577,3098277,6,,,,,,,,,,,,,3096066,24,,,,0,0,0,0,0,0,0,0,0,0
1578,3098420,7,,,,,,,,,,,,,3096072,2,,,,0,0,0,0,0,0,0,0,0,0
1579,3098494,17,,,,,,,,,,,,,3096126,6,,,,0,0,0,0,0,0,0,0,0,0
1580,3098523,23,,,,,,,,,,,,,3096135,14,,,,0,0,0,0,0,0,0,0,0,0
1581,3098731,3,,,,,,,,,,,,,3096191,58,,,,0,0,0,0,0,0,0,0,0,0
1582,3098929,1,,,,,,,,,,,,,3096194,16,,,,0,0,0,0,0,0,0,0,0,0
1583,3098941,6,,,,,,,,,,,,,3096244,72,,,,0,0,0,0,0,0,0,0,0,0
1584,3098983,1,,,,,,,,,,,,,3096256,10,,,,0,0,0,0,0,0,0,0,0,0
1585,3099085,32,,,,,,,,,,,,,3096403,12,,,,0,0,0,0,0,0,0,0,0,0
1586,3099092,5,,,,,,,,,,,,,3096444,36,,,,0,0,0,0,0,0,0,0,0,0
1587,3099120,4,,,,,,,,,,,,,3096513,122,,,,0,0,0,0,0,0,0,0,0,0
1588,3099199,19,,,,,,,,,,,,,3096552,12,,,,0,0,0,0,0,0,0,0,0,0
1589,3099228,32,,,,,,,,,,,,,3096578,32,,,,0,0,0,0,0,0,0,0,0,0
1590,3099325,2,,,,,,,,,,,,,3096696,94,,,,0,0,0,0,0,0,0,0,0,0
1591,3099357,40,,,,,,,,,,,,,3096910,38,,,,0,0,0,0,0,0,0,0,0,0
1592,3099392,7,,,,,,,,,,,,,3096990,2,,,,0,0,0,0,0,0,0,0,0,0
1593,3099394,4,,,,,,,,,,,,,3096992,10,,,,0,0,0,0,0,0,0,0,0,0
1594,3099414,3,,,,,,,,,,,,,3097028,4,,,,0,0,0,0,0,0,0,0,0,0
1595,3099445,2,,,,,,,,,,,,,3097079,30,,,,0,0,0,0,0,0,0,0,0,0
1596,3099506,17,,,,,,,,,,,,,3097417,4,,,,0,0,0,0,0,0,0,0,0,0
1597,3099595,2,,,,,,,,,,,,,3097529,4,,,,0,0,0,0,0,0,0,0,0,0
1598,3099601,1,,,,,,,,,,,,,3097548,44,,,,0,0,0,0,0,0,0,0,0,0
1599,3099629,6,,,,,,,,,,,,,3097589,10,,,,0,0,0,0,0,0,0,0,0,0
1600,3099671,48,,,,,,,,,,,,,3098005,38,,,,0,0,0,0,0,0,0,0,0,0
1601,3099734,21,,,,,,,,,,,,,3098076,50,,,,0,0,0,0,0,0,0,0,0,0
1602,3099740,1,,,,,,,,,,,,,3098137,114,,,,0,0,0,0,0,0,0,0,0,0
1603,3099780,1,,,,,,,,,,,,,3098176,6,,,,0,0,0,0,0,0,0,0,0,0
1604,3099791,5,,,,,,,,,,,,,3098277,24,,,,0,0,0,0,0,0,0,0,0,0
1605,3099808,1,,,,,,,,,,,,,3098420,16,,,,0,0,0,0,0,0,0,0,0,0
1606,3099810,79,,,,,,,,,,,,,3098494,10,,,,0,0,0,0,0,0,0,0,0,0
1607,3099839,2,,,,,,,,,,,,,3098523,80,,,,0,0,0,0,0,0,0,0,0,0
1608,3099843,5,,,,,,,,,,,,,3098637,12,,,,0,0,0,0,0,0,0,0,0,0
1609,3099858,1,,,,,,,,,,,,,3098731,2,,,,0,0,0,0,0,0,0,0,0,0
1610,3099882,1,,,,,,,,,,,,,3098941,6,,,,0,0,0,0,0,0,0,0,0,0
1611,3099893,8,,,,,,,,,,,,,3099085,78,,,,0,0,0,0,0,0,0,0,0,0
1612,3100069,1,,,,,,,,,,,,,3099092,40,,,,0,0,0,0,0,0,0,0,0,0
1613,3100156,1,,,,,,,,,,,,,3099120,4,,,,0,0,0,0,0,0,0,0,0,0
1614,3100158,2,,,,,,,,,,,,,3099132,8,,,,0,0,0,0,0,0,0,0,0,0
1615,3100290,11,,,,,,,,,,,,,3099199,46,,,,0,0,0,0,0,0,0,0,0,0
1616,3100335,35,,,,,,,,,,,,,3099204,4,,,,0,0,0,0,0,0,0,0,0,0
1617,3100346,4,,,,,,,,,,,,,3099228,56,,,,0,0,0,0,0,0,0,0,0,0
1618,3100438,2,,,,,,,,,,,,,3099357,70,,,,0,0,0,0,0,0,0,0,0,0
1619,3100546,5,,,,,,,,,,,,,3099392,20,,,,0,0,0,0,0,0,0,0,0,0
1620,3100725,1,,,,,,,,,,,,,3099414,2,,,,0,0,0,0,0,0,0,0,0,0
1621,3100827,8,,,,,,,,,,,,,3099469,4,,,,0,0,0,0,0,0,0,0,0,0
1622,3100971,2,,,,,,,,,,,,,3099506,16,,,,0,0,0,0,0,0,0,0,0,0
1623,3100987,5,,,,,,,,,,,,,3099595,10,,,,0,0,0,0,0,0,0,0,0,0
1624,3101118,5,,,,,,,,,,,,,3099601,2,,,,0,0,0,0,0,0,0,0,0,0
1625,3101153,1,,,,,,,,,,,,,3099629,17,,,,0,0,0,0,0,0,0,0,0,0
1626,3101168,2,,,,,,,,,,,,,3099671,68,,,,0,0,0,0,0,0,0,0,0,0
1627,3101179,4,,,,,,,,,,,,,3099734,30,,,,0,0,0,0,0,0,0,0,0,0
1628,3101278,17,,,,,,,,,,,,,3099791,4,,,,0,0,0,0,0,0,0,0,0,0
1629,3101395,2,,,,,,,,,,,,,3099810,218,,,,0,0,0,0,0,0,0,0,0,0
1630,3101436,2,,,,,,,,,,,,,3099839,8,,,,0,0,0,0,0,0,0,0,0,0
1631,3101491,1,,,,,,,,,,,,,3099843,2,,,,0,0,0,0,0,0,0,0,0,0
1632,3101494,12,,,,,,,,,,,,,3099858,6,,,,0,0,0,0,0,0,0,0,0,0
1633,3101503,3,,,,,,,,,,,,,3099882,4,,,,0,0,0,0,0,0,0,0,0,0
1634,3101564,14,,,,,,,,,,,,,3099893,14,,,,0,0,0,0,0,0,0,0,0,0
1635,3101659,8,,,,,,,,,,,,,3100021,14,,,,0,0,0,0,0,0,0,0,0,0
1636,3101727,4,,,,,,,,,,,,,3100042,4,,,,0,0,0,0,0,0,0,0,0,0
1637,3101737,1,,,,,,,,,,,,,3100069,156,,,,0,0,0,0,0,0,0,0,0,0
1638,3101748,9,,,,,,,,,,,,,3100290,4,,,,0,0,0,0,0,0,0,0,0,0
1639,3101848,8,,,,,,,,,,,,,3100335,300,,,,0,0,0,0,0,0,0,0,0,0
1640,3101945,2,,,,,,,,,,,,,3100428,2,,,,0,0,0,0,0,0,0,0,0,0
1641,3102000,4,,,,,,,,,,,,,3100438,22,,,,0,0,0,0,0,0,0,0,0,0
1642,3102213,2,,,,,,,,,,,,,3100546,44,,,,0,0,0,0,0,0,0,0,0,0
1643,3102251,12,,,,,,,,,,,,,3100725,42,,,,0,0,0,0,0,0,0,0,0,0
1644,3102292,4,,,,,,,,,,,,,3100827,2,,,,0,0,0,0,0,0,0,0,0,0
1645,3102308,1,,,,,,,,,,,,,3100929,24,,,,0,0,0,0,0,0,0,0,0,0
1646,3102491,5,,,,,,,,,,,,,3100987,4,,,,0,0,0,0,0,0,0,0,0,0
1647,3102498,3,,,,,,,,,,,,,3101153,2,,,,0,0,0,0,0,0,0,0,0,0
1648,3102569,9,,,,,,,,,,,,,3101179,10,,,,0,0,0,0,0,0,0,0,0,0
1649,3102779,2,,,,,,,,,,,,,3101224,4,,,,0,0,0,0,0,0,0,0,0,0
1650,3102908,2,,,,,,,,,,,,,3101278,29,,,,0,0,0,0,0,0,0,0,0,0
1651,3102959,1,,,,,,,,,,,,,3101436,2,,,,0,0,0,0,0,0,0,0,0,0
1652,3102966,6,,,,,,,,,,,,,3101494,6,,,,0,0,0,0,0,0,0,0,0,0
1653,3102996,15,,,,,,,,,,,,,3101559,3,,,,0,0,0,0,0,0,0,0,0,0
1654,3103194,24,,,,,,,,,,,,,3101564,64,,,,0,0,0,0,0,0,0,0,0,0
1655,3103251,2,,,,,,,,,,,,,3101659,8,,,,0,0,0,0,0,0,0,0,0,0
1656,3103257,13,,,,,,,,,,,,,3101727,1,,,,0,0,0,0,0,0,0,0,0,0
1657,3103266,2,,,,,,,,,,,,,3101737,2,,,,0,0,0,0,0,0,0,0,0,0
1658,3103414,1,,,,,,,,,,,,,3101748,42,,,,0,0,0,0,0,0,0,0,0,0
1659,3103441,2,,,,,,,,,,,,,3101848,4,,,,0,0,0,0,0,0,0,0,0,0
1660,3103468,39,,,,,,,,,,,,,3101882,2,,,,0,0,0,0,0,0,0,0,0,0
1661,3103545,6,,,,,,,,,,,,,3102000,12,,,,0,0,0,0,0,0,0,0,0,0
1662,3103562,5,,,,,,,,,,,,,3102117,6,,,,0,0,0,0,0,0,0,0,0,0
1663,3103623,8,,,,,,,,,,,,,3102251,57,,,,0,0,0,0,0,0,0,0,0,0
1664,3103650,11,,,,,,,,,,,,,3102292,2,,,,0,0,0,0,0,0,0,0,0,0
1665,3103688,1,,,,,,,,,,,,,3102308,8,,,,0,0,0,0,0,0,0,0,0,0
1666,3103704,1,,,,,,,,,,,,,3102390,10,,,,0,0,0,0,0,0,0,0,0,0
1667,3103711,1,,,,,,,,,,,,,3102498,14,,,,0,0,0,0,0,0,0,0,0,0
1668,3103730,27,,,,,,,,,,,,,3102908,6,,,,0,0,0,0,0,0,0,0,0,0
1669,3103831,1,,,,,,,,,,,,,3102966,24,,,,0,0,0,0,0,0,0,0,0,0
1670,3103846,3,,,,,,,,,,,,,3102996,16,,,,0,0,0,0,0,0,0,0,0,0
1671,3103852,8,,,,,,,,,,,,,3103081,2,,,,0,0,0,0,0,0,0,0,0,0
1672,3103899,16,,,,,,,,,,,,,3103194,26,,,,0,0,0,0,0,0,0,0,0,0
1673,3104240,21,,,,,,,,,,,,,3103251,8,,,,0,0,0,0,0,0,0,0,0,0
1674,3104263,1,,,,,,,,,,,,,3103257,18,,,,0,0,0,0,0,0,0,0,0,0
1675,3104359,83,,,,,,,,,,,,,3103266,2,,,,0,0,0,0,0,0,0,0,0,0
1676,3104519,12,,,,,,,,,,,,,3103355,58,,,,0,0,0,0,0,0,0,0,0,0
1677,3104615,1,,,,,,,,,,,,,3103414,8,,,,0,0,0,0,0,0,0,0,0,0
1678,3104631,1,,,,,,,,,,,,,3103468,46,,,,0,0,0,0,0,0,0,0,0,0
1679,3104684,4,,,,,,,,,,,,,3103537,6,,,,0,0,0,0,0,0,0,0,0,0
1680,3104782,11,,,,,,,,,,,,,3103545,10,,,,0,0,0,0,0,0,0,0,0,0
1681,3104785,8,,,,,,,,,,,,,3103562,104,,,,0,0,0,0,0,0,0,0,0,0
1682,3104816,16,,,,,,,,,,,,,3103598,4,,,,0,0,0,0,0,0,0,0,0,0
1683,3104879,3,,,,,,,,,,,,,3103623,80,,,,0,0,0,0,0,0,0,0,0,0
1684,3104885,2,,,,,,,,,,,,,3103650,20,,,,0,0,0,0,0,0,0,0,0,0
1685,3104890,24,,,,,,,,,,,,,3103704,42,,,,0,0,0,0,0,0,0,0,0,0
1686,3105009,2,,,,,,,,,,,,,3103711,2,,,,0,0,0,0,0,0,0,0,0,0
1687,3105011,30,,,,,,,,,,,,,3103730,27,,,,0,0,0,0,0,0,0,0,0,0
1688,3105117,5,,,,,,,,,,,,,3103846,20,,,,0,0,0,0,0,0,0,0,0,0
1689,3105122,46,,,,,,,,,,,,,3103852,6,,,,0,0,0,0,0,0,0,0,0,0
1690,3105152,32,,,,,,,,,,,,,3103899,32,,,,0,0,0,0,0,0,0,0,0,0
1691,3105163,2,,,,,,,,,,,,,3104240,118,,,,0,0,0,0,0,0,0,0,0,0
1692,3105175,18,,,,,,,,,,,,,3104263,29,,,,0,0,0,0,0,0,0,0,0,0
1693,3105198,18,,,,,,,,,,,,,3104359,110,,,,0,0,0,0,0,0,0,0,0,0
1694,3105212,2,,,,,,,,,,,,,3104519,16,,,,0,0,0,0,0,0,0,0,0,0
1695,3105553,12,,,,,,,,,,,,,3104584,2,,,,0,0,0,0,0,0,0,0,0,0
1696,3105557,15,,,,,,,,,,,,,3104631,2,,,,0,0,0,0,0,0,0,0,0,0
1697,3105591,1,,,,,,,,,,,,,3104684,34,,,,0,0,0,0,0,0,0,0,0,0
1698,3105640,3,,,,,,,,,,,,,3104717,30,,,,0,0,0,0,0,0,0,0,0,0
1699,3105648,1,,,,,,,,,,,,,3104756,4,,,,0,0,0,0,0,0,0,0,0,0
1700,3105653,16,,,,,,,,,,,,,3104782,8,,,,0,0,0,0,0,0,0,0,0,0
1701,3105656,3,,,,,,,,,,,,,3104785,14,,,,0,0,0,0,0,0,0,0,0,0
1702,3105676,1,,,,,,,,,,,,,3104816,14,,,,0,0,0,0,0,0,0,0,0,0
1703,3105701,39,,,,,,,,,,,,,3104823,4,,,,0,0,0,0,0,0,0,0,0,0
1704,3105769,35,,,,,,,,,,,,,3104879,38,,,,0,0,0,0,0,0,0,0,0,0
1705,3105793,4,,,,,,,,,,,,,3104885,2,,,,0,0,0,0,0,0,0,0,0,0
1706,3105794,171,,,,,,,,,,,,,3104890,50,,,,0,0,0,0,0,0,0,0,0,0
1707,3105802,16,,,,,,,,,,,,,3105011,34,,,,0,0,0,0,0,0,0,0,0,0
1708,3105806,2,,,,,,,,,,,,,3105053,6,,,,0,0,0,0,0,0,0,0,0,0
1709,3105850,4,,,,,,,,,,,,,3105117,10,,,,0,0,0,0,0,0,0,0,0,0
1710,3105852,1,,,,,,,,,,,,,3105122,120,,,,0,0,0,0,0,0,0,0,0,0
1711,3105856,1,,,,,,,,,,,,,3105152,24,,,,0,0,0,0,0,0,0,0,0,0
1712,3105884,3,,,,,,,,,,,,,3105163,1,,,,0,0,0,0,0,0,0,0,0,0
1713,3105901,4,,,,,,,,,,,,,3105167,2,,,,0,0,0,0,0,0,0,0,0,0
1714,3105938,1,,,,,,,,,,,,,3105175,68,,,,0,0,0,0,0,0,0,0,0,0
1715,3105951,3,,,,,,,,,,,,,3105198,50,,,,0,0,0,0,0,0,0,0,0,0
1716,3105981,5,,,,,,,,,,,,,3105208,8,,,,0,0,0,0,0,0,0,0,0,0
1717,3106106,24,,,,,,,,,,,,,3105210,4,,,,0,0,0,0,0,0,0,0,0,0
1718,3106275,5,,,,,,,,,,,,,3105212,2,,,,0,0,0,0,0,0,0,0,0,0
1719,3106331,5,,,,,,,,,,,,,3105231,2,,,,0,0,0,0,0,0,0,0,0,0
1720,3106359,9,,,,,,,,,,,,,3105422,8,,,,0,0,0,0,0,0,0,0,0,0
